ProductID,Product,Category_ID,Sub_Category,Brand,Sale_Price,Market_Price,Type,Rating
2392,"Turbo Bucket - Assorted Colour",5001,"Bins & Bathroom Ware",Nakoda,278,278,"Buckets & Mugs",
2393,"Turbo Bucket - Assorted Colour",5001,"Bins & Bathroom Ware",Nakoda,425,425,"Buckets & Mugs",5
2394,"Clothes Storage Laundry Bag - Blue, BB-558BL",5001,"Bins & Bathroom Ware",DP,549,558,"Laundry, Storage Baskets",4.2
2395,"Stainless Steel Dustbin / Garbage Bin - Perforated",5001,"Bins & Bathroom Ware","Jai Veer",699,799,Dustbins,3
2396,"Blossom Printed Plastic Dustbin / Garbage Bin - White & Pink",5001,"Bins & Bathroom Ware",Cello,179,225,Dustbins,3.4
2397,"Cool Sticks Water Bottle Ice Cube Tray - With Lid, Assorted Colour",5001,"Bins & Bathroom Ware",Nakoda,99,110,"Other Plastic Ware",
2398,"Plastic Basket - With Lid, Konark, 222",5001,"Bins & Bathroom Ware",Nakoda,149,190,"Laundry, Storage Baskets",2.8
2399,"Maharaja Plastic Basket With Lid - Medium",5001,"Bins & Bathroom Ware",Nakoda,219,284,"Laundry, Storage Baskets",2.9
2400,"Clothes Storage Laundry Bag - Fabric, Beige, Cubical, Bge BB 548 2",5001,"Bins & Bathroom Ware",DP,679,699,"Laundry, Storage Baskets",
2401,"Pluto Storage Container - Assorted Colour",5001,"Bins & Bathroom Ware",Nakoda,299,366,"Laundry, Storage Baskets",3.5
2402,"Washing Net Bag - For Bag Shirts/T-Shirts",5001,"Bins & Bathroom Ware",KM,159,279,"Laundry, Storage Baskets",4.3
2403,"Multi Utility Plastic Basket - Smokey Grey, Royal, 24030 A6 - SG",5001,"Bins & Bathroom Ware",Ratan,79,99,"Laundry, Storage Baskets",3.2
2404,"Pluto Storage Container - Assorted Colour",5001,"Bins & Bathroom Ware",Nakoda,172,172,"Laundry, Storage Baskets",5
2405,"Turbo Bucket - Assorted Colour",5001,"Bins & Bathroom Ware",Nakoda,378,378,"Buckets & Mugs",
2406,"Swachh Plastic Pedal Dust & Garbage Bin - Assorted Colour",5001,"Bins & Bathroom Ware",Nakoda,416,416,Dustbins,
2407,"Stainless Steel Dustbin / Garbage Bin Pedal - Perforated",5001,"Bins & Bathroom Ware","Jai Veer",1049,1199,Dustbins,2
2408,"Chill Ice Cube Tray - Assorted Colour",5001,"Bins & Bathroom Ware",Nakoda,99,110,"Other Plastic Ware",
2409,"Multi-Utility Transparent Plastic Basket/Tray - Small",5001,"Bins & Bathroom Ware",Nakoda,269,346,"Laundry, Storage Baskets",4
2410,"Clothes Storage Laundry Bag - Printed, Brown, BB-564BRWN",5001,"Bins & Bathroom Ware",DP,369,448,"Laundry, Storage Baskets",2
2411,"Plastic Dustbin - Blue, BB 619 2",5001,"Bins & Bathroom Ware",Sunty,309,325,Dustbins,
2412,"Swachh Plastic Printed Pedal Dustbin / Garbage Bin - Assorted Colour",5001,"Bins & Bathroom Ware",Nakoda,416,416,Dustbins,2.8
2413,"Multipurpose Plastic Basket - Red, Oval",5001,"Bins & Bathroom Ware",Ratan,149,230,"Laundry, Storage Baskets",3.7
2414,"Plastic Basket Fruit & Vegetable Colander/Strainer - Medium, Blue, Deluxe, 13220 OI",5001,"Bins & Bathroom Ware",Ratan,69,106,"Laundry, Storage Baskets",4.2
2415,"Fruit & Vegetable Plastic Basket/Colander/Strainer - Large, Yellow, Deluxe, 13230PB",5001,"Bins & Bathroom Ware",Ratan,89,132,"Laundry, Storage Baskets",4.2
2416,"Turbo Bucket - Assorted Colour",5001,"Bins & Bathroom Ware",Nakoda,310,310,"Buckets & Mugs",
2417,"Washing Net - Garment",5001,"Bins & Bathroom Ware",KM,199,259,"Laundry, Storage Baskets",4.1
2418,"2-in-1 Plastic Soap Case - Assorted Colour",5001,"Bins & Bathroom Ware",Aaniya,100,100,"Soap Cases & Dispensers",3.8
2419,"Swachh Printed Pedal Plastic Dustbin / Garbage Bin - Assorted Colour",5001,"Bins & Bathroom Ware",Nakoda,249,313,Dustbins,2.5
2420,"Plastic Dustbin - Peach",5001,"Bins & Bathroom Ware",DP,339,629,Dustbins,
2421,"Plastic Dustbin- Green",5001,"Bins & Bathroom Ware",DP,209,389,Dustbins,
2422,"Krafty Premium Plastic Basket Fruits & Vegetables - Big",5001,"Bins & Bathroom Ware",Swastik,69,105,"Laundry, Storage Baskets",3.8
2423,"Decent Storage Container - Assorted Colour",5001,"Bins & Bathroom Ware",Nakoda,110,133,"Laundry, Storage Baskets",3
2424,"Pixel Open Plastic Dustbin / Garbage Bin - Assorted Colour",5001,"Bins & Bathroom Ware",Nakoda,179,222,Dustbins,4.3
2425,"Dustbin/Basket - Plastic, 11.5 Inch, Grey",5001,"Bins & Bathroom Ware",Meixiang,379,499,Dustbins,4.3
2426,"Pluto Storage Container - Assorted Colour",5001,"Bins & Bathroom Ware",Nakoda,169,169,"Laundry, Storage Baskets",5
2427,"Della Storage Container With Lid - Assorted Colour",5001,"Bins & Bathroom Ware",Nakoda,590,590,"Laundry, Storage Baskets",
2428,"Washing Net Bag - For Socks/Stocking",5001,"Bins & Bathroom Ware",NSH,119,149,"Laundry, Storage Baskets",4.4
2429,"Blossom Printed Plastic Dustbin / Garbage Bin - Ivory & Brown",5001,"Bins & Bathroom Ware",Cello,199,225,Dustbins,3.7
2430,"Blossom Printed Plastic Dustbin / Garbage Bin - White & Orange",5001,"Bins & Bathroom Ware",Cello,179,225,Dustbins,3.6
2431,"Star Premium Multipurpose Plastic Basket - Small, Medium & Big",5001,"Bins & Bathroom Ware",Swastik,129,169,"Laundry, Storage Baskets",4.2
2432,"Clothes-Accessories Hanger - Plastic, Green - Gr BB 586 2",5001,"Bins & Bathroom Ware",DP,269,299,"Hangers, Clips & Rope",4.7
2433,"Della Storage Container With Lid - Assorted Colour",5001,"Bins & Bathroom Ware",Nakoda,289,366,"Laundry, Storage Baskets",
2434,"Plastic Zig Zag Carrying Basket - Big, Assorted Colour",5001,"Bins & Bathroom Ware",Flair,149,245,"Laundry, Storage Baskets",
2435,"Dustbin/Basket - Plastic, 11.5 Inch, Pink",5001,"Bins & Bathroom Ware",Meixiang,429,499,Dustbins,
2436,"Silky Round Basket 333 - Big, With Lid",5001,"Bins & Bathroom Ware",Nakoda,249,262,"Buckets & Mugs",5
2437,"Coco Oval Basket With Lid - Small, Assorted Colour",5001,"Bins & Bathroom Ware",Nakoda,99,107,"Laundry, Storage Baskets",
2438,"Dustbin/Basket - Plastic, Green, Gr BB 617 1",5001,"Bins & Bathroom Ware",Sunty,359,425,Dustbins,
2439,"Clothes-Accessories Hanger - Plastic, Pink - PK BB 586 3",5001,"Bins & Bathroom Ware",DP,269,299,"Hangers, Clips & Rope",5
2440,"Della Storage Container With Lid - Assorted Colour",5001,"Bins & Bathroom Ware",Nakoda,169,210,"Laundry, Storage Baskets",5
2441,"Decent Storage Container - Assorted Colour",5001,"Bins & Bathroom Ware",Nakoda,260,260,"Laundry, Storage Baskets",
2442,"Casablanca Serving Tray - Small & Medium",5001,"Bins & Bathroom Ware",Flair,249,415,"Laundry, Storage Baskets",5
2443,"DP Plastic Hanger Clips Assorted, Set Of 16 + Pampers Diapers Medium 80Pcs",5001,"Bins & Bathroom Ware","bb Combo",1068,1299,"Hangers, Clips & Rope",
2444,"DP Plastic Hanger Clips Assorted, Set Of 16 + Pampers Diapers Large 68Pcs",5001,"Bins & Bathroom Ware","bb Combo",1068,1299,"Hangers, Clips & Rope",
2445,"Mug 178 Frosty Deluxe Mug - Blue",5001,"Bins & Bathroom Ware",Nayasa,51,51,"Buckets & Mugs",
2446,"Bucket - Dsigner, Pink",5001,"Bins & Bathroom Ware",Cello,212,212,"Buckets & Mugs",5
2447,"Printed Plastic Soap Case - Assorted Colour",5001,"Bins & Bathroom Ware",Aaniya,40,40,"Soap Cases & Dispensers",4.5
2448,"Flexi Ice Tray - NP3154, Pink",5001,"Bins & Bathroom Ware",Nayasa,215,215,"Laundry, Storage Baskets",4.5
2449,"Cloth Clip - With Rope Set, Assorted",5001,"Bins & Bathroom Ware",Swastik,125,125,"Hangers, Clips & Rope",5
2450,"Plastic Pouch Sealing Clips - Small",5001,"Bins & Bathroom Ware","Unik Home",65,65,"Hangers, Clips & Rope",
2451,"Plastic Pedal Dustbin / Garbage Bin - With Big Handle, Blossom, White & Violet",5001,"Bins & Bathroom Ware",Cello,632,632,Dustbins,
2452,"Bathroom Mug - Classic, HD DC, Red",5001,"Bins & Bathroom Ware",Cello,38,38,"Buckets & Mugs",4.3
2453,"Mug - Fusion, Pink",5001,"Bins & Bathroom Ware",Cello,48,48,"Buckets & Mugs",
2454,"Plastic Bucket With Handle - Peach, Frosty, Alto, 10690APCH",5001,"Bins & Bathroom Ware",Ratan,159,256,"Buckets & Mugs",3.9
2455,"Premium Cloth Hanger",5001,"Bins & Bathroom Ware",Saura,180,180,"Hangers, Clips & Rope",
2456,"Compost Kit - Chutki",5001,"Bins & Bathroom Ware",Stonesoup,950,950,Dustbins,
2457,"Plastic Mug With Handle - Peach, Nova, 15210-PCH",5001,"Bins & Bathroom Ware",Ratan,52,52,"Buckets & Mugs",4.5
2458,"Dyna Printed Plastic Pedal Dustbin / Garbage Bin - Assorted Colour",5001,"Bins & Bathroom Ware",Aristo,339,425,Dustbins,2.8
2459,"Super Bucket - Assorted Colour, 16 L + Metro Mug - Plain, Assorted, 1 L",5001,"Bins & Bathroom Ware",JOYO,212,212,"Buckets & Mugs",
2460,"Seal Clips",5001,"Bins & Bathroom Ware",Fackelmann,149,149,"Hangers, Clips & Rope",
2461,"Bag Clips",5001,"Bins & Bathroom Ware",Fackelmann,165,165,"Hangers, Clips & Rope",
2462,"Bucket - Super, Green",5001,"Bins & Bathroom Ware",Cello,210,210,"Buckets & Mugs",
2463,"Metro Mug - Plain, Assorted",5001,"Bins & Bathroom Ware",JOYO,34,34,"Buckets & Mugs",4.2
2464,"Bucket - Super, Red",5001,"Bins & Bathroom Ware",Cello,317,317,"Buckets & Mugs",3.7
2465,"Vanilla Soap Case - Pink",5001,"Bins & Bathroom Ware",Nayasa,75,75,"Soap Cases & Dispensers",
2466,"Plastic Mug With Handle - Pink, Frosty, 15090PK",5001,"Bins & Bathroom Ware",Ratan,52,52,"Buckets & Mugs",4.4
2467,"Plastic Mug With Handle - Blue, Frosty, 15080B",5001,"Bins & Bathroom Ware",Ratan,39,39,"Buckets & Mugs",5
2468,"Plastic Bathroom Mug - Blue",5001,"Bins & Bathroom Ware","All Time",29,33,"Buckets & Mugs",4
2469,"Plastic Pedal Dustbin / Garbage Bin - With Big Handle, Blossom, White & Orange",5001,"Bins & Bathroom Ware",Cello,632,632,Dustbins,
2470,"Clothes-Accessories Hanger - Plastic, Red - RedÄ†â€šÄ€ BB BB 589 3",5001,"Bins & Bathroom Ware",DP,189,240,"Hangers, Clips & Rope",
2471,"Clothes-Accessories Hanger - Plastic, Yellow - YL BB589 4",5001,"Bins & Bathroom Ware",DP,209,240,"Hangers, Clips & Rope",
2472,"Bucket - Designer, Pink",5001,"Bins & Bathroom Ware",Cello,179,242,"Buckets & Mugs",
2473,"Bucket - Dsigner, Orange",5001,"Bins & Bathroom Ware",Cello,273,273,"Buckets & Mugs",3
2474,"Bucket - Super, Blue",5001,"Bins & Bathroom Ware",Cello,210,210,"Buckets & Mugs",3.3
2475,"Plastic Bucket With Handle - Pink, Frosty, Alto, 10720APK",5001,"Bins & Bathroom Ware",Ratan,375,375,"Buckets & Mugs",3.3
2476,"Plastic Mug With Handle - Pink, Frosty, 15080PK",5001,"Bins & Bathroom Ware",Ratan,39,39,"Buckets & Mugs",4.2
2477,"Plastic Mug With Handle - Blue, Nova, 15200B",5001,"Bins & Bathroom Ware",Ratan,39,39,"Buckets & Mugs",4.7
2478,"Polybag Plastic Clips Cloth clip (10cm)",5001,"Bins & Bathroom Ware",Fackelmann,199,199,"Hangers, Clips & Rope",
2479,"Boon Bucket 20 Printed - Blue",5001,"Bins & Bathroom Ware",Nayasa,389,389,"Buckets & Mugs",
2480,"Boon Mug 180 - Printed",5001,"Bins & Bathroom Ware",Nayasa,65,65,"Buckets & Mugs",5
2481,"Vanilla Soap Case - Brown",5001,"Bins & Bathroom Ware",Nayasa,75,75,"Soap Cases & Dispensers",
2482,"Bathing/Cleaning Bucket - Printed, Multicolour, Deluxe",5001,"Bins & Bathroom Ware",Princeware,349,349,"Buckets & Mugs",3
2483,"Bathing/Cleaning Bucket - With Plastic Handle, Blue, L1136PH-LT BL",5001,"Bins & Bathroom Ware",Princeware,267,267,"Buckets & Mugs",4.5
2484,"Bathroom Set - Assorted Colour, Premium",5001,"Bins & Bathroom Ware",SKI,1535,1535,"Bath Stool, Basin & Sets",5
2485,Bioenzymes,5001,"Bins & Bathroom Ware",Stonesoup,100,100,Dustbins,
2486,"Hanger - Ace, Assorted",5001,"Bins & Bathroom Ware",Swastik,176,176,"Hangers, Clips & Rope",
2487,"Plastic Bucket With Handle - Blue, Frosty, Alto, 10690AB",5001,"Bins & Bathroom Ware",Ratan,256,256,"Buckets & Mugs",3.4
2488,"Pp Bag Clips - Big & Small",5001,"Bins & Bathroom Ware",Fackelmann,299,299,"Hangers, Clips & Rope",5
2489,"Bathroom Stool Plastic /Patla - Round, Singam",5001,"Bins & Bathroom Ware",Nakoda,199,254,"Bath Stool, Basin & Sets",2.9
2490,"Blossom Printed Plastic Dustbin / Garbage Bin - White & Violet",5001,"Bins & Bathroom Ware",Cello,199,225,Dustbins,3.9
2491,"Desktop Waste Bin - Plastic, Pink, BB 616 3",5001,"Bins & Bathroom Ware",DP,299,519,Dustbins,
2492,"Plastic Dustbin - Coffee",5001,"Bins & Bathroom Ware",DP,249,449,Dustbins,
2493,"Plastic Dustbin - Beige",5001,"Bins & Bathroom Ware",DP,249,449,Dustbins,4.1
2494,"Plastic Dustbin - Peach",5001,"Bins & Bathroom Ware",DP,309,399,Dustbins,
2495,"Plastic Frosty Square Carrying Basket - Brown",5001,"Bins & Bathroom Ware",Flair,79,135,"Laundry, Storage Baskets",
2496,"Plastic Frosty Square Carrying Basket - Beige",5001,"Bins & Bathroom Ware",Flair,79,135,"Laundry, Storage Baskets",
2497,"Plastic Ovio Oval Carrying Basket - Light Ivory",5001,"Bins & Bathroom Ware",Flair,79,135,"Laundry, Storage Baskets",
2498,"Plastic Zig Zag Carrying Basket - Small, Assorted Colour",5001,"Bins & Bathroom Ware",Flair,79,145,"Laundry, Storage Baskets",2
2499,"Plastic Zig Zag Carrying Basket - Medium, Assorted Colour",5001,"Bins & Bathroom Ware",Flair,99,180,"Laundry, Storage Baskets",
2500,"Plastic Cane Multi Purpose Basket - Small, Assorted Colour",5001,"Bins & Bathroom Ware",Flair,79,145,"Laundry, Storage Baskets",
2501,"Plastic Cane Multi Purpose Basket - Medium, Assorted Colour",5001,"Bins & Bathroom Ware",Flair,109,195,"Laundry, Storage Baskets",5
2502,"Laundry Basket With Handle - Printed Non-Woven Cloth, Majenta",5001,"Bins & Bathroom Ware",Ciplaplast,999,999,"Laundry, Storage Baskets",
2503,"Maharaja Basket with Lid - Big",5001,"Bins & Bathroom Ware",Nakoda,409,523,"Laundry, Storage Baskets",3
2504,"Coco Oval Basket With Lid - Medium, Assorted Colour",5001,"Bins & Bathroom Ware",Nakoda,159,182,"Laundry, Storage Baskets",
2505,"Coco Oval Basket With Lid - Big, Assorted Colour",5001,"Bins & Bathroom Ware",Nakoda,279,316,"Laundry, Storage Baskets",
2506,"Plastic Dustbin/Basket - Multiutility, Blue, BB 620 2",5001,"Bins & Bathroom Ware",DP,359,570,Dustbins,4
2507,"Plastic Dustbin/Basket - Multiutility, Purple, BB 620 5",5001,"Bins & Bathroom Ware",DP,339,570,Dustbins,
2508,"Plastic Dustbin/Basket - Brown, Brwn BB 679 1",5001,"Bins & Bathroom Ware",Jianan,339,350,Dustbins,
2509,"Multiutility Basket - Plastic, Cream Crm BB 624 1",5001,"Bins & Bathroom Ware",Shengyi,449,499,"Laundry, Storage Baskets",
2510,"Dustbin/Basket - Plastic, Orange, OR BB 617 2",5001,"Bins & Bathroom Ware",Sunty,409,425,Dustbins,
2511,"Plastic Dustbin/Basket - Purple, PL BB 618 1",5001,"Bins & Bathroom Ware",Sunty,359,425,Dustbins,
2512,"Plastic Dustbin/Basket - Purple, PL BB 619 1",5001,"Bins & Bathroom Ware",Sunty,309,325,Dustbins,
2513,"Plastic Dustbin/Basket - Pink, PK BB 619 3",5001,"Bins & Bathroom Ware",Sunty,309,325,Dustbins,
2514,"Gloria Fruit Plastic Basket Small - Peach",5001,"Bins & Bathroom Ware",Nayasa,179,179,"Laundry, Storage Baskets",3
2515,"Knitting Laundry Basket - Big, Grey",5001,"Bins & Bathroom Ware",Nayasa,1125,1125,"Laundry, Storage Baskets",
2516,"Plastic Dustbin/Basket - Multiutility, Red, BB 620 1",5001,"Bins & Bathroom Ware",DP,359,570,Dustbins,
2517,"Plastic Dustbin/Basket - Multiutility, Dark Blue, BB 620 3",5001,"Bins & Bathroom Ware",DP,570,570,Dustbins,
2518,"Grace Multipurpose Plastic Carry Basket - Assorted Colour",5001,"Bins & Bathroom Ware",Aristo,589,758,"Laundry, Storage Baskets",3.2
2519,"Plastic Dori",5001,"Bins & Bathroom Ware",Magix,108,108,"Hangers, Clips & Rope",4.7
2520,"Clothes-Accessories Hanger - Plastic, Red - RedÄ†â€šÄ€ BB BB 588 3",5001,"Bins & Bathroom Ware",DP,149,189,"Hangers, Clips & Rope",
2521,"Clothes Storage Laundry Bag - Fabric, Cream, Crm BB 552",5001,"Bins & Bathroom Ware",DP,639,650,"Laundry, Storage Baskets",4.7
2522,"Sapphire Storage Container - Assorted Colour",5001,"Bins & Bathroom Ware",Nakoda,249,301,"Laundry, Storage Baskets",
2523,"Pluto Storage Container - Assorted Colour",5001,"Bins & Bathroom Ware",Nakoda,119,129,"Laundry, Storage Baskets",
2524,"Grace Multipurpose Plastic Carry Basket - Assorted Colour",5001,"Bins & Bathroom Ware",Aristo,589,758,"Laundry, Storage Baskets",3.2
2525,"Clothes-Accessories Hanger - Plastic, Red - RedÄ†â€šÄ€ BB BB 588 3",5001,"Bins & Bathroom Ware",DP,149,189,"Hangers, Clips & Rope",
2526,"Clothes Storage Laundry Bag - Fabric, Cream, Crm BB 552",5001,"Bins & Bathroom Ware",DP,639,650,"Laundry, Storage Baskets",4.7
2527,"Sapphire Storage Container - Assorted Colour",5001,"Bins & Bathroom Ware",Nakoda,249,301,"Laundry, Storage Baskets",
2528,"Pluto Storage Container - Assorted Colour",5001,"Bins & Bathroom Ware",Nakoda,119,129,"Laundry, Storage Baskets",
2529,"Milano Masala Box With Lid - Assorted Colour",5001,"Bins & Bathroom Ware",Nakoda,199,248,"Laundry, Storage Baskets",
2530,"Cereal Flip Lid Container/Storage Jar - Assorted Colour",5001,"Bins & Bathroom Ware",Nakoda,149,176,"Laundry, Storage Baskets",
2531,"Plastic Dori",5001,"Bins & Bathroom Ware",Magix,108,108,"Hangers, Clips & Rope",4.7
2532,"Gluco Biscuits - Parle-G",5006,"Biscuits & Cookies",Parle,62,70,"Glucose & Milk Biscuits",4.2
2533,"Oreo Biscuit - Vanilla Creme",5006,"Biscuits & Cookies",Cadbury,75,90,"Cream Biscuits & Wafers",4.2
2534,"Biscuits - Marie Gold",5006,"Biscuits & Cookies",Britannia,53,64,"Marie, Health, Digestive",4.1
2535,"Bourbon Cream Biscuit - Chocolate Flavor",5006,"Biscuits & Cookies",Britannia,51,60,"Cream Biscuits & Wafers",4.2
2536,"Good Day Cashew Cookies",5006,"Biscuits & Cookies",Britannia,90,120,Cookies,4.1
2537,"NutriChoice Digestive High Fibre Biscuits - Family Pack",5006,"Biscuits & Cookies",Britannia,54,60,"Marie, Health, Digestive",4.2
2538,"Hide & Seek Chocolate",5006,"Biscuits & Cookies",Parle,53,60,"Glucose & Milk Biscuits",4.2
2539,"Biscuits - Little Hearts",5006,"Biscuits & Cookies",Britannia,57,60,"Cream Biscuits & Wafers",4.3
2540,"Milk Bikis Biscuits",5006,"Biscuits & Cookies",Britannia,57,60,"Glucose & Milk Biscuits",4.1
2541,"Treat - Jim Jam Biscuits",5006,"Biscuits & Cookies",Britannia,61,70,"Cream Biscuits & Wafers",4.2
2542,"Choco Creme Biscuits",5006,"Biscuits & Cookies",Oreo,75,90,"Cream Biscuits & Wafers",4.2
2543,"50-50 Maska Chaska Salted Biscuits",5006,"Biscuits & Cookies",Britannia,10,10,"Salted Biscuits",4.2
2544,"Biscuits - Monaco Salted Snack",5006,"Biscuits & Cookies",Parle,10,10,"Salted Biscuits",4.2
2545,"Good Day Cashew Cookies",5006,"Biscuits & Cookies",Britannia,54,60,Cookies,4.2
2546,"Dark Fantasy - Choco Fills",5006,"Biscuits & Cookies",Sunfeast,211,360,"Cream Biscuits & Wafers",4.3
2547,"NutriChoice Sugar Free Cream Cracker",5006,"Biscuits & Cookies",Britannia,41,45,"Marie, Health, Digestive",4.2
2548,"Krackjack Biscuits",5006,"Biscuits & Cookies",Parle,28,30,"Salted Biscuits",4.1
2549,"Kitkat 7x2 Fingers Share Bag",5006,"Biscuits & Cookies",Nestle,79,100,Chocolates,4.3
2550,"Marie Biscuits",5006,"Biscuits & Cookies",Parle,20,30,"Marie, Health, Digestive",4.1
2551,"Creme Biscuits - Vanilla 120G + Choco 120G + Strawberry 120G",5006,"Biscuits & Cookies",Oreo,85,90,"Cream Biscuits & Wafers",
2552,"Vita Marie Gold Biscuits",5006,"Biscuits & Cookies",Britannia,38,42,"Marie, Health, Digestive",4.2
2553,"Choco - Pie",5006,"Biscuits & Cookies",Lotte,93,140,"Cream Biscuits & Wafers",4.3
2554,"Hide & Seek Caffe Mocha Cookies",5006,"Biscuits & Cookies",Parle,20,30,Cookies,4.2
2555,"Moms Magic - Cashew & Almond",5006,"Biscuits & Cookies",Sunfeast,54,60,Cookies,4.2
2556,"Bounce Biscuits - Orange Creme",5006,"Biscuits & Cookies",Sunfeast,27,30,"Cream Biscuits & Wafers",4.2
2557,"50-50 Maska Chaska Salted Biscuits",5006,"Biscuits & Cookies",Britannia,28,30,"Salted Biscuits",4.2
2558,"Dark Fantasy - Choco Fills Biscuits - Cookies",5006,"Biscuits & Cookies",Sunfeast,24,30,"Cream Biscuits & Wafers",4.3
2559,Monaco,5006,"Biscuits & Cookies",Parle,180,180,"Salted Biscuits",4.1
2560,"Good Day Cookies - Chocochip",5006,"Biscuits & Cookies",Britannia,40,60,Cookies,4.3
2561,"Farmlite Biscuit - Oats & Almonds",5006,"Biscuits & Cookies",Sunfeast,122,150,"Marie, Health, Digestive",4.2
2562,"Cookies - Fruit & Nut",5006,"Biscuits & Cookies",Unibic,66,75,Cookies,4.2
2563,"Nice Time - Sugar Showered Coconut Biscuits",5006,"Biscuits & Cookies",Britannia,132,150,"Glucose & Milk Biscuits",4.2
2564,"Nice - Sugar Sprinkled Biscuits",5006,"Biscuits & Cookies",Sunfeast,68,75,"Glucose & Milk Biscuits",4.2
2565,"Cookies - Daily Digestive Oatmeal",5006,"Biscuits & Cookies",Unibic,50,50,"Marie, Health, Digestive",3.9
2566,"Good Day - Nuts Cookie",5006,"Biscuits & Cookies",Britannia,57,60,Cookies,4.2
2567,"Munch Chocolate Coated Crunchy Wafer - Share Pack",5006,"Biscuits & Cookies",Nestle,80,100,Chocolates,4.4
2568,"Hide & Seek - Chocolate",5006,"Biscuits & Cookies",Parle,45,60,Cookies,4.3
2569,"Milk Bikis Milk Cream Biscuits",5006,"Biscuits & Cookies",Britannia,20,20,"Cream Biscuits & Wafers",4.3
2570,"Strawberry Creme Biscuits",5006,"Biscuits & Cookies",Oreo,79,90,"Cream Biscuits & Wafers",4.3
2571,"Biscuits Combo - Marie Biscuit",5006,"Biscuits & Cookies",Britannia,56,60,"Marie, Health, Digestive",4.2
2572,"Digestive Biscuits",5006,"Biscuits & Cookies",Mcvities,153,169,"Marie, Health, Digestive",4.2
2573,"Choco Pie - Chocolate Coated Soft Biscuit",5006,"Biscuits & Cookies",Orion,120,150,Cookies,4.2
2574,"Marie Light Active - Original Biscuits",5006,"Biscuits & Cookies",Sunfeast,49,60,"Glucose & Milk Biscuits",4.1
2575,"Cookies - Chocolate Chip",5006,"Biscuits & Cookies",Unibic,27,30,Cookies,4.2
2576,"Treat Jim Jam Biscuits 150gm + Treat Orange Biscuits 150gm",5006,"Biscuits & Cookies",Britannia,65,65,"Cream Biscuits & Wafers",
2577,"Biscuits - Googly",5006,"Biscuits & Cookies","Bisk Farm",10,10,Cookies,4.2
2578,"NutriChoice Digestive High Fibre Biscuits - Super Saver Family Pack",5006,"Biscuits & Cookies",Britannia,134,169,"Marie, Health, Digestive",4.3
2579,"Pro Health Chocolate Cookies",5006,"Biscuits & Cookies",Bournvita,72,90,Cookies,4.2
2580,"Cookies - Honey Oatmeal",5006,"Biscuits & Cookies",Unibic,135,150,Cookies,4.2
2581,"Glucose Biscuits",5006,"Biscuits & Cookies",Sunfeast,45,50,"Glucose & Milk Biscuits",4.2
2582,"Wafers - Waffy (Vanilla Flavor)",5006,"Biscuits & Cookies",Dukes,23,45,"Cream Biscuits & Wafers",4.2
2583,"50-50 Sweet & Salty Biscuits",5006,"Biscuits & Cookies",Britannia,30,30,"Salted Biscuits",4.1
2584,"Chocobakes Choc Layered Cakes - Family Pack",5006,"Biscuits & Cookies",Cadbury,51,60,"Cream Biscuits & Wafers",4.1
2585,"NutriChoice Thin Arrowroot Biscuits",5006,"Biscuits & Cookies",Britannia,25,25,"Marie, Health, Digestive",4.2
2586,"Marie Gold Biscuits",5006,"Biscuits & Cookies",Britannia,102,120,"Marie, Health, Digestive",4.2
2587,"Farmlite Digestive High Fibre Biscuits",5006,"Biscuits & Cookies",Sunfeast,121,180,"Marie, Health, Digestive",4.2
2588,"Digestive Biscuits",5006,"Biscuits & Cookies",Mcvities,35,35,"Marie, Health, Digestive",4.2
2589,"Marie Light Biscuit - Vita Orange",5006,"Biscuits & Cookies",Sunfeast,15,15,"Marie, Health, Digestive",4.2
2590,"Cookies - Oatmeal (Sugar Free)",5006,"Biscuits & Cookies",Unibic,34,40,Cookies,4.2
2591,"Cookies - Pista Badam",5006,"Biscuits & Cookies",Unibic,135,150,Cookies,4.2
2592,"Good Day Butter Cookies",5006,"Biscuits & Cookies",Britannia,5,5,Cookies,4.1
2593,"Bounce Biscuits - Elaichi Creme",5006,"Biscuits & Cookies",Sunfeast,27,30,"Cream Biscuits & Wafers",4.1
2594,"Dipped Cookie",5006,"Biscuits & Cookies","Cadbury Oreo",98,130,"Cream Biscuits & Wafers",4.3
2595,"Farmlite Biscuit - Oats & Raisins",5006,"Biscuits & Cookies",Sunfeast,128,150,"Marie, Health, Digestive",4.3
2596,"Treat Orange Cream Biscuits",5006,"Biscuits & Cookies",Britannia,27,30,"Cream Biscuits & Wafers",4.2
2597,"Bounce Biscuits - Orange Creme",5006,"Biscuits & Cookies",Sunfeast,54,60,"Cream Biscuits & Wafers",4.2
2598,Biscuits,5006,"Biscuits & Cookies",Horlicks,30,30,"Glucose & Milk Biscuits",4.2
2599,"Cookies - Assorted Pack",5006,"Biscuits & Cookies",Unibic,119,149,Cookies,4.2
2600,"Cookies - Doosra Jeera Butter",5006,"Biscuits & Cookies",Unibic,108,120,Cookies,4.1
2601,"KitKat Chocolate Wafer Bar - 4 Fingers Pack",5006,"Biscuits & Cookies",Nestle,24,25,Chocolates,4.3
2602,"Sugar Free Cashew Cookies",5006,"Biscuits & Cookies",Unibic,40,40,Cookies,4.2
2603,"Milk Bikis Milk Cream Biscuits",5006,"Biscuits & Cookies",Britannia,36,45,"Cream Biscuits & Wafers",4.3
